2024;2025;AGRUPAMENTO_NATUREZA2;NATUREZA2;AREA;DEPARTAMENTO;SECCIONAL;DP;REGIAO;MUNICIPIO;MES
13;16;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo;1
26;31;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo;1
141;114;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo;1
9;4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo;1
11;13;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;2ª SEC;095 DP - Heliópolis;CAPITAL;São Paulo;1
265;327;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
23;34;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
2;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
11;12;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
17;22;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
164;121;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
2;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
9;;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;2ª SEC;096 DP - Monções;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
1;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
126;67;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
24;16;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
11;10;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
20;41;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
54;53;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
2;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
11;5;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
2;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;2ª SEC;097 DP - Americanópolis;CAPITAL;São Paulo;1
9;15;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;2ª SEC;Delegacia Aeroporto SP - Congonhas;CAPITAL;São Paulo;1
;1;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;2ª SEC;Delegacia Aeroporto SP - Congonhas;CAPITAL;São Paulo;1
2;1;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;2ª SEC;Delegacia Aeroporto SP - Congonhas;CAPITAL;São Paulo;1
;2;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
329;372;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
67;75;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
13;10;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
23;16;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
138;111;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
7;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
4;4;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;007 DP - Lapa;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
1;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
614;694;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
42;60;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
;1;LATROCÍNIO;LATROCÍNIO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
2;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
13;14;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
21;29;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
;1;Nº DE VÍTIMAS EM LATROCÍNIO;Nº DE VÍTIMAS EM LATROCÍNIO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
225;271;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
6;6;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;014 DP - Pinheiros;CAPITAL;São Paulo;1
2;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
332;359;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
19;14;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
21;21;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
11;7;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
158;90;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
;2;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
5;1;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;015 DP - Itaim Bibi;CAPITAL;São Paulo;1
1;3;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
3;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
726;755;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
64;77;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
9;9;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
27;29;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
211;169;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
7;5;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;023 DP - Perdizes;CAPITAL;São Paulo;1
;6;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
133;153;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
52;40;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
8;13;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
32;24;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
49;57;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
6;5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
15;15;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;033 DP - Pirituba;CAPITAL;São Paulo;1
1;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
158;221;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
24;26;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
11;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
16;20;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
104;119;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
1;1;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
11;5;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;034 DP - Vila Sonia;CAPITAL;São Paulo;1
3;;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
7;7;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
291;368;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
40;47;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
1;3;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
2;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
17;22;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
55;72;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
1;3;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
270;309;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
2;6;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
19;35;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;037 DP - Campo Limpo;CAPITAL;São Paulo;1
1;2;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
5;10;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
168;202;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
23;29;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
1;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
23;20;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
46;58;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
120;104;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
13;15;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
21;19;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;046 DP - Perus;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
177;246;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
23;27;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
10;13;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
33;26;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
79;99;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
1;;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
21;16;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;051 DP - Butantã;CAPITAL;São Paulo;1
;2;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
2;1;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
93;95;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
24;27;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
7;2;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
31;33;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
77;76;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
3;4;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
11;17;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
;1;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;075 DP - Jardim Arpoador;CAPITAL;São Paulo;1
;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
1;4;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
97;108;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
24;39;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
9;10;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
23;34;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
57;50;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
10;6;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
1;;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;087 DP - Vila Pereira Barreto;CAPITAL;São Paulo;1
1;2;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
1;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
150;152;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
10;16;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
;1;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
11;17;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
22;21;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
140;111;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
2;5;ROUBO - OUTROS TOTAL;ROUBO DE CARGA;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
12;6;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
;3;TENTATIVA DE HOMICÍDIO;TENTATIVA DE HOMICÍDIO;Capital;DECAP;3ª SEC;089 DP - Portal do Morumbi;CAPITAL;São Paulo;1
1;1;ESTUPRO TOTAL;ESTUPRO;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
2;;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
154;210;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
29;28;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
4;11;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
16;26;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
48;50;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
5;4;ROUBO DE VEÍCULO;ROUBO DE VEÍCULO;Capital;DECAP;3ª SEC;091 DP - Ceagesp;CAPITAL;São Paulo;1
;2;ESTUPRO TOTAL;ESTUPRO DE VULNERÁVEL;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
109;131;FURTO - OUTROS;FURTO - OUTROS;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
31;20;FURTO DE VEÍCULO;FURTO DE VEÍCULO;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
2;1;HOMICÍDIO DOLOSO;HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
1;;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA - OUTRAS;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
16;9;LESÃO CORPORAL CULPOSA - OUTRAS;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
7;26;LESÃO CORPORAL DOLOSA;LESÃO CORPORAL DOLOSA;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
3;1;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
65;62;ROUBO - OUTROS TOTAL;ROUBO - OUTROS;Capital;DECAP;3ª SEC;093 DP - Jaguaré;CAPITAL;São Paulo;1
